subject,predicate,object,truth,katz,kl,jaccard,degree_product,kl_rel,adamic_adar,pra,ks,pathent,predpath,simrank,ensemble_score
http://dbpedia.org/resource/Softdisk,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Shreveport,_Louisiana",0,0.08875,0.137533,0.0,12696.0,0.604803,0.0,0.0,0.107293,7261.288069,0.0,4.3e-05,0.0048840591734373336
http://dbpedia.org/resource/Hafez_al-Assad,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Syria,0,1.509625,0.107271,0.005496,386716.0,0.708593,14.7348,0.0,0.272754,6254.373456,0.0,0.002036,0.10045134444307463
http://dbpedia.org/resource/Steve_Nash,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Phoenix_Suns,0,0.104625,0.134595,0.003091,17980.0,0.285535,2.88539,0.0,0.17467,3562.235625,0.0,0.002375,0.10045134444307463
http://dbpedia.org/resource/Pat_Frank,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Alas,_Babylon",0,0.004875,0.41906,0.0,32.0,0.758646,0.0,0.0,0.681764,2783.545483,0.0,0.000226,0.005724690419647807
http://dbpedia.org/resource/Mean_Girls,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Amanda_Seyfried,0,0.0,0.061469,0.0,190.0,0.047857,0.0,0.0,0.035679,-16.829364,0.0,2.8e-05,0.0073191147265698605
http://dbpedia.org/resource/Compaq,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Digital_Equipment_Corporation,0,0.030125,0.189514,0.049505,2448.0,0.643958,1.730168,0.0,0.259458,3491.144038,0.0,0.000991,0.1956351745285845
http://dbpedia.org/resource/Bob_Bryan,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Jason_Biggs,0,0.0,0.055286,0.0,4257.0,0.031502,0.0,0.0,0.019756,-12.343727,0.0,2.5e-05,0.009780103309762278
http://dbpedia.org/resource/SevOne,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Los_Angeles,0,0.0205,0.048079,0.0,60344.0,0.053667,0.0,0.0,0.018047,1968.610479,0.0,3.8e-05,0.0011303034294836655
http://dbpedia.org/resource/Katy_Perry,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Kingsland,_Arkansas",0,0.0,0.051347,0.0,798.0,0.035087,0.0,0.0,0.016966,-14.758992,0.0,2.8e-05,0.005427378819406714
http://dbpedia.org/resource/Jimmy_Carter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Philadelphia,0,0.062125,0.075015,0.0,3802770.0,0.129627,0.0,0.0,0.072718,2271.038811,0.0,0.000118,0.002248365462091013
http://dbpedia.org/resource/Michael_Chang,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Eindhoven,0,0.0,0.064001,0.0,7540.0,0.038647,0.0,0.0,0.014691,-11.519103,0.0,3.4e-05,0.00026521747236998833
http://dbpedia.org/resource/Kamal_Haasan,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Lafayette,_California",0,0.0,0.054997,0.0,7200.0,0.038278,0.0,0.0,0.022795,-11.585661,0.0,1e-05,0.002455171653495432
http://dbpedia.org/resource/Diether_Ocampo,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Saginaw,_Michigan",0,0.000125,0.059951,0.0,9273.0,0.047354,0.0,0.0,0.028131,4.303587,0.0,1.3e-05,0.0010376757337940295
http://dbpedia.org/resource/Ronald_Cheng,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Abbie_Cornish,0,0.0,0.061223,0.0,930.0,0.048851,0.0,0.0,0.032116,-14.538157,0.0,1.4e-05,0.002455171653495432
http://dbpedia.org/resource/Asa_Gray,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Edinburgh,0,0.004,0.091127,0.000306,619130.0,0.173381,0.513898,0.0,0.054017,174.126567,0.0,5e-06,0.023849360435429103
http://dbpedia.org/resource/Love_Actually,http://dbpedia.org/ontology/award,"http://dbpedia.org/resource/Newport_News,_Virginia",0,0.0,0.050154,0.0,9958.0,0.045013,0.0,0.0,0.028015,-11.117886,0.0,1.9e-05,0.002455171653495432
http://dbpedia.org/resource/Love_Actually,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Prashanth,0,0.0,0.05266,0.0,1326.0,0.041716,0.0,0.0,0.019957,-14.026391,0.0,9e-06,0.005427378819406714
http://dbpedia.org/resource/A_Hard_Day's_Night_(film),http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.056517,0.0,90.0,0.041532,0.0,0.0,0.027566,-17.907365,0.0,2.5e-05,0.002878958720396923
http://dbpedia.org/resource/José_Saramago,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/New_York_Knicks,0,0.0,0.055386,0.0,23432.0,0.05159,0.0,0.0,0.023756,-9.883759,0.0,6e-06,0.0020864737082683963
http://dbpedia.org/resource/Shirin_Ebadi,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.077462,0.0,110.0,0.068885,0.0,0.0,0.026275,-17.617858,0.0,2.1e-05,0.002878958720396923
http://dbpedia.org/resource/Heike_Kamerlingh_Onnes,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.078329,0.0,260.0,0.065734,0.0,0.0,0.032257,-16.376855,0.0,2.8e-05,0.002455171653495432
http://dbpedia.org/resource/Wangari_Maathai,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.064242,0.0,150.0,0.055918,0.0,0.0,0.0392,-17.170401,0.0,3e-05,0.0073191147265698605
http://dbpedia.org/resource/Andrew_Huxley,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.061581,0.0,160.0,0.067576,0.0,0.0,0.0387,-17.077292,0.0,3.4e-05,0.0073191147265698605
http://dbpedia.org/resource/Charles_Thomson_Rees_Wilson,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.000125,0.09726,0.0,180.0,0.102346,0.0,0.0,0.040949,5.876815,0.0,5.8e-05,0.003102149094985562
http://dbpedia.org/resource/George_Bernard_Shaw,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.0005,0.084435,0.0,15036.0,0.070715,0.0,0.0,0.038486,81.572859,0.0,2.9e-05,0.002248365462091013
http://dbpedia.org/resource/Carl_Spitteler,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.003875,0.067445,0.0,1253.0,0.07328,0.0,0.0,0.03853,2846.106959,0.0,2.8e-05,0.0048840591734373336
http://dbpedia.org/resource/Nadine_Gordimer,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,0,0.00025,0.061697,0.0,3294.0,0.060227,0.0,0.0,0.024468,36.280155,0.0,3.7e-05,0.0019182799911380297
http://dbpedia.org/resource/Isaac_Bashevis_Singer,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physics,0,0.01125,0.057369,0.0,4117.0,0.060117,0.0,0.0,0.034082,8356.586348,0.0,6.8e-05,0.0019182799911380297
http://dbpedia.org/resource/Ivo_Andrić,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,0,0.001625,0.075791,0.0,3477.0,0.089186,0.0,0.0,0.043818,257.624035,0.0,2.4e-05,0.0048840591734373336
http://dbpedia.org/resource/Aleksandr_Solzhenitsyn,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,0,0.000125,0.076535,0.0,4392.0,0.127284,0.0,0.0,0.047072,8.358105,1.0,3.6e-05,0.6676577787112803
http://dbpedia.org/resource/Nelly_Sachs,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Peace_Prize,0,0.0005,0.064523,0.0,295.0,0.056056,0.0,0.0,0.024488,47.077052,0.0,2.6e-05,0.0019182799911380297
http://dbpedia.org/resource/Pablo_Neruda,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,0,0.0,0.061581,0.0,3660.0,0.072036,0.0,0.0,0.04456,-12.5617,0.0,1.8e-05,0.006245824039617655
http://dbpedia.org/resource/Harvey_J._Alter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,1,0.007625,0.092052,0.0,1281.0,0.176867,0.0,1.0,0.079955,1132.79212,1.0,7e-05,0.9579303691830959
http://dbpedia.org/resource/Norman_Allinger,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Sloan_Research_Fellowship,1,0.0,0.060282,0.0,1120.0,0.074295,0.0,1.0,0.042232,-14.269963,0.0,0.000118,0.019779495825717287
http://dbpedia.org/resource/David_Julius,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,1,0.019625,0.107521,0.010417,2013.0,0.132232,0.634183,1.0,0.083702,1815.479171,1.0,0.000557,0.9785680744016577
http://dbpedia.org/resource/James_F._Scott,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Josef_Stefan,1,0.0,0.063263,0.0,231.0,0.056041,0.0,1.0,0.025249,-16.547473,0.0,3.1e-05,0.009184614968754092
http://dbpedia.org/resource/David_MacDougall,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Royal_Anthropological_Institute_of_Great_Britain_and_Ireland,1,0.01075,0.205288,0.090909,144.0,0.264393,1.235246,1.0,0.199134,387.849047,1.0,0.003983,0.9550066916902198
http://dbpedia.org/resource/Lewis_Wolpert,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Viktor_Hamburger,1,0.0,0.067885,0.0,121.0,0.062847,0.0,1.0,0.030875,-17.480355,0.0,2.9e-05,0.009184614968754092
http://dbpedia.org/resource/Leon_Kass,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Jefferson_Lecture,1,0.000125,0.055522,0.0,24.0,0.036413,0.0,1.0,0.019197,-13.023498,1.0,0.000202,0.948333804078704
http://dbpedia.org/resource/William_King_Gregory,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/National_Academy_of_Sciences,1,0.0,0.063224,0.0,1535.0,0.060605,0.0,1.0,0.028302,-13.815232,0.0,0.000167,0.007839923833879773
http://dbpedia.org/resource/Douglas_Hofstadter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/National_Book_Award,1,0.002,0.087625,0.0,1736.0,0.135375,0.0,1.0,0.082776,256.224476,1.0,0.000119,0.9579303691830959
http://dbpedia.org/resource/Lance_Liotta,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/American_Association_for_Clinical_Chemistry,1,0.0,0.055683,0.0,5.0,0.030457,0.0,1.0,0.016143,-22.077287,0.0,1.5e-05,0.030472028805701316
http://dbpedia.org/resource/Herbert_A._Simon,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/ACM_Fellow,1,0.02,0.111033,0.004695,9600.0,0.178727,0.333808,1.0,0.116792,2179.14784,1.0,0.000269,0.9644626105052776
http://dbpedia.org/resource/Xiaowei_Zhuang,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Max_Delbruck_Prize,1,0.000875,0.089014,0.0,130.0,0.101938,0.0,1.0,0.0482,136.256277,0.0,7.6e-05,0.018149775233079465
http://dbpedia.org/resource/Guy_Rocher,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Order_of_Canada,1,0.0475,0.076996,0.0,3190.0,0.153153,0.0,1.0,0.052399,4297.30571,0.0,0.000155,0.015513073260760799
http://dbpedia.org/resource/Saul_Perlmutter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Shaw_Prize,1,0.00425,0.108442,0.0,682.0,0.139396,0.0,1.0,0.091215,550.771511,1.0,0.000138,0.9579303691830959
http://dbpedia.org/resource/Robert_Bell_(geologist),http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Cullum_Geographical_Medal,1,0.000125,0.084141,0.0,88.0,0.057879,0.0,1.0,0.027534,3.185388,0.0,3.5e-05,0.003897046187347596
http://dbpedia.org/resource/Lance_Liotta,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Surgeon_General's_Medallion,0,0.0,0.056807,0.0,5.0,0.041296,0.0,1.0,0.018332,-22.077287,0.0,7.6e-05,0.05793231875926555
http://dbpedia.org/resource/Albert_Einstein,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Brownian_motion,0,0.019875,0.312771,0.0,981.0,0.51691,0.0,0.0,0.203885,5756.284294,0.0,0.000142,0.0048840591734373336
http://dbpedia.org/resource/Peter_Wells_(medical_physicist),http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Ultrasound,0,0.009375,0.195041,0.0,558.0,0.51691,0.0,0.0,0.132434,1852.911573,0.0,6.5e-05,0.0048840591734373336
http://dbpedia.org/resource/Harvey_J._Alter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Virology,0,0.02725,0.161044,0.0,1281.0,0.573768,0.0,0.0,0.160621,4357.300158,0.0,8.7e-05,0.0048840591734373336
http://dbpedia.org/resource/Joe_Neilands,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize,0,0.00025,0.086631,0.0,80.0,0.084219,0.0,1.0,0.041751,49.57029,0.0,6.2e-05,0.018149775233079465
http://dbpedia.org/resource/David_MacDougall,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Asia_Pacific_Screen_Awards,0,0.0,0.06013,0.0,72.0,0.06135,0.0,1.0,0.032576,-18.229292,0.0,6.2e-05,0.009184614968754092
http://dbpedia.org/resource/Xiaowei_Zhuang,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Beckman_Young_Investigators_Award,0,0.001,0.096217,0.0,234.0,0.133284,0.0,1.0,0.066846,141.410995,1.0,9.8e-05,0.9579303691830959
http://dbpedia.org/resource/Paul_Milgrom,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Market_design,0,0.004375,0.339454,0.0,119.0,0.51691,0.0,0.0,0.238327,1289.876285,0.0,0.000506,0.00959375661483012
http://dbpedia.org/resource/Guy_Rocher,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Sociology,0,0.123875,0.127199,0.0,4775.0,0.573768,0.0,0.0,0.094928,3620.747736,0.0,5e-05,0.0048840591734373336
http://dbpedia.org/resource/Ruth_Arnon,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/World_Prize_in_Medicine,0,0.000875,1.0,0.0,7.0,0.51691,0.0,0.0,0.51691,162.41976,0.0,0.000454,0.00959375661483012
http://dbpedia.org/resource/Lewis_Wolpert,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Fellow_of_the_Academy_of_Medical_Sciences,0,0.00425,0.124981,0.014085,671.0,0.187742,0.345976,1.0,0.081184,275.032066,0.0,0.000801,0.12389619789732023
http://dbpedia.org/resource/Pardis_Sabeti,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Time_100,0,0.000125,0.072797,0.0,208.0,0.068828,0.0,1.0,0.050523,0.490859,1.0,6e-05,0.9248483326250696
http://dbpedia.org/resource/Frank_Sargent_(scientist),http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Colworth_Medal,0,0.0015,0.088912,0.0,200.0,0.0876,0.0,1.0,0.05726,220.824389,0.0,0.000131,0.018149775233079465
http://dbpedia.org/resource/Ted_Janssen,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Nobel_Prize_in_Chemistry,0,0.00075,0.091753,0.0,948.0,0.171342,0.0,1.0,0.063553,117.118917,0.0,5.8e-05,0.015513073260760799
http://dbpedia.org/resource/Saul_Perlmutter,http://dbpedia.org/ontology/award,http://dbpedia.org/resource/Albert_Einstein_Medal,0,0.0015,0.125239,0.0,198.0,0.133151,0.0,1.0,0.102437,231.934717,1.0,0.000137,0.9579303691830959
