subject,predicate,object,truth,katz,adamic_adar,jaccard,ks,degree_product,kl_rel,kl,pra,pathent,predpath,simrank,ensemble_score
http://dbpedia.org/resource/Harry_Martinson,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Kumasi,0,0.0,0.0,0.0,0.024658,1196.0,0.052157,0.048507,0.0,-14.175243,0.0,1.5e-05,0.232421875
http://dbpedia.org/resource/Michael_Jackson,http://dbpedia.org/ontology/author,"http://dbpedia.org/resource/Portland,_Maine",0,0.000375,0.0,0.0,0.050252,162408.0,0.099385,0.065747,0.0,93.044033,0.0,5.4e-05,0.236328125
http://dbpedia.org/resource/Manne_Siegbahn,http://dbpedia.org/ontology/author,"http://dbpedia.org/resource/Gary,_Indiana",0,0.0,0.0,0.0,0.033516,5580.0,0.052492,0.050037,0.0,-11.953337,0.0,2e-05,0.234375
http://dbpedia.org/resource/Muhammad_Ali,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Bronx,0,0.005,0.0,0.0,0.041558,78280.0,0.1038,0.065747,0.0,957.992586,0.0,7.2e-05,0.236328125
http://dbpedia.org/resource/Woodrow_Wilson,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Boston,0,0.06275,0.0,0.0,0.084922,1144032.0,0.141222,0.075669,0.0,2663.473634,0.0,9e-05,0.23828125
http://dbpedia.org/resource/Steve_Jobs,http://dbpedia.org/ontology/author,"http://dbpedia.org/resource/Hendersonville,_Tennessee",0,0.0,0.0,0.0,0.031865,1728.0,0.061628,0.058024,0.0,-13.644381,0.0,5.2e-05,0.236328125
http://dbpedia.org/resource/Ian_R._MacLeod,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Minnesota_Timberwolves,0,0.0,0.0,0.0,0.016256,1128.0,0.04688,0.041862,0.0,-14.259688,0.0,8e-06,0.09375
http://dbpedia.org/resource/Frédéric_Mistral,http://dbpedia.org/ontology/author,"http://dbpedia.org/resource/Englewood,_New_Jersey",0,0.000125,0.0,0.0,0.036904,1716.0,0.089238,0.074787,0.0,7.883792,0.0,1.9e-05,0.234375
http://dbpedia.org/resource/Nick_Zano,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/I_Will_Fear_No_Evil,0,0.00025,0.0,0.0,0.021117,30.0,0.060713,0.072176,0.0,13.577445,0.0,0.000139,0.23046875
http://dbpedia.org/resource/Arthur_C._Clarke,http://dbpedia.org/ontology/author,"http://dbpedia.org/resource/West_Hollywood,_California",0,0.0,0.0,0.0,0.028826,20815.0,0.061488,0.053264,0.0,-10.054548,0.0,3.7e-05,0.236328125
http://dbpedia.org/resource/Stephen_Harper,http://dbpedia.org/ontology/author,"http://dbpedia.org/resource/Beverly_Hills,_California",0,0.000375,0.0,0.0,0.033251,162114.0,0.059268,0.053686,0.0,19.554593,0.0,1.5e-05,0.232421875
http://dbpedia.org/resource/Max_Planck,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/A_Connecticut_Yankee_in_King_Arthur's_Court,0,0.0,0.0,0.0,0.021649,119.0,0.039572,0.050966,0.0,-17.504401,0.0,1.7e-05,0.232421875
http://dbpedia.org/resource/Charlie_Parker,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Jamie_Lynn_Spears,0,0.0,0.0,0.0,0.035112,728.0,0.055256,0.063516,0.0,-14.891442,0.0,3.9e-05,0.236328125
http://dbpedia.org/resource/Arthur_Ashe,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Liverpool,0,0.002375,0.0,0.0,0.026336,116025.0,0.069859,0.05492,0.0,185.56008,0.0,2.8e-05,0.236328125
http://dbpedia.org/resource/Thomas_Thurston_Thomas,http://dbpedia.org/ontology/author,"http://dbpedia.org/resource/Melbourne,_Florida",0,0.0,0.0,0.0,0.015769,468.0,0.04272,0.04636,0.0,-15.528861,0.0,7e-05,0.236328125
http://dbpedia.org/resource/Akira_Kurosawa,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Heretics_of_Dune,0,0.0,0.0,0.0,0.033508,448.0,0.058782,0.064207,0.0,-15.591873,0.0,2.1e-05,0.234375
http://dbpedia.org/resource/Fox_Kids,http://dbpedia.org/ontology/author,"http://dbpedia.org/resource/Newark,_New_Jersey",0,0.001,0.0,0.0,0.044754,84942.0,0.090734,0.066785,0.0,85.635316,0.0,5e-05,0.236328125
http://dbpedia.org/resource/Bruce_Sterling,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Merchant_Princes,0,0.00125,0.0,0.0,0.044241,168.0,0.10068,0.094691,0.0,160.385035,0.0,0.000519,0.236328125
http://dbpedia.org/resource/Eugene_Byrne,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Nova_Express,0,0.0,0.0,0.0,0.017049,5.0,0.049358,0.06027,0.0,-22.077287,0.0,0.000219,0.212890625
http://dbpedia.org/resource/William_S._Burroughs,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Jack_Faust_(novel),0,0.00275,0.0,0.0,0.0222,290.0,0.076497,0.079872,0.0,457.858688,0.0,0.000283,0.236328125
http://dbpedia.org/resource/K._W._Jeter,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Neuromancer,0,0.0005,0.0,0.0,0.040861,42.0,0.083076,0.081619,0.0,54.975388,0.0,0.001061,0.234375
http://dbpedia.org/resource/Pat_Frank,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Collected_Short_Fiction_of_C._J._Cherryh,0,0.0,0.0,0.0,0.022083,48.0,0.048286,0.058006,0.0,-18.814254,0.0,9.4e-05,0.232421875
http://dbpedia.org/resource/John_Norman,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Sirius_(novel),0,0.000125,0.0,0.0,0.029524,44.0,0.074929,0.081886,0.0,0.754062,0.0,0.000212,0.232421875
http://dbpedia.org/resource/Steven_Barnes,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Collected_Short_Fiction_of_C._J._Cherryh,0,0.00075,0.0,0.0,0.033281,78.0,0.07675,0.087042,0.0,86.769657,0.0,0.000534,0.232421875
http://dbpedia.org/resource/John_C._Wright_(author),http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Pushing_Ice,0,0.0005,0.0,0.0,0.043819,52.0,0.07792,0.087002,0.0,71.86679,0.0,0.00045,0.232421875
http://dbpedia.org/resource/Buzz_Aldrin,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Last_Book_in_the_Universe,0,0.000375,0.0,0.0,0.029527,156.0,0.059773,0.076504,0.0,36.577893,0.0,6.8e-05,0.23828125
http://dbpedia.org/resource/Dave_Wolverton,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Caves_of_Steel,0,0.001375,0.0,0.0,0.022661,152.0,0.060279,0.072312,0.0,184.858907,0.0,0.000635,0.234375
http://dbpedia.org/resource/Jonathan_Lethem,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/We_(novel),0,0.00125,0.0,0.0,0.026822,180.0,0.060581,0.074652,0.0,134.587541,0.0,0.000438,0.236328125
http://dbpedia.org/resource/John_Boyd_(author),http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Flatland,0,0.0,0.0,0.0,0.02084,15.0,0.051772,0.071122,0.0,-20.492325,0.0,0.00241,0.220703125
