subject,predicate,object,truth,adamic_adar,katz,kl_rel,kl,jaccard,degree_product,simrank,ks,pathent,pra,predpath,ensemble_score
http://dbpedia.org/resource/Oracle_Corporation,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Agile_Software_Corporation,0,0.0,0.022875,0.594283,0.383224,0.0,645.0,0.000231,0.251617,8483.253857,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Rudolf_Christoph_Eucken,http://dbpedia.org/ontology/starring,"http://dbpedia.org/resource/Peru,_Indiana",0,0.0,0.0,0.045479,0.056199,0.0,1150.0,2.9e-05,0.015424,-14.231832,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Benazir_Bhutto,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Fenghua_District,0,0.0,0.0,0.043734,0.051956,0.0,1782.0,5e-06,0.02649,-13.599988,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Thomas_Thurston_Thomas,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/New_York_City,0,0.0,0.0,0.080496,0.050224,0.0,71973.0,9.7e-05,0.027445,-8.265612,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Todd_Woodbridge,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/New_York_City,0,2.094044,0.02225,0.091537,0.075286,0.000208,2039235.0,0.000203,0.087704,3359.56668,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Charlie_Parker,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Chennai,0,0.0,0.000625,0.063484,0.05124,0.0,151816.0,1.3e-05,0.028699,49.477359,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Hugo_Chávez,http://dbpedia.org/ontology/starring,"http://dbpedia.org/resource/Fort_Lauderdale,_Florida",0,0.0,0.0,0.057077,0.053489,0.0,41616.0,2.3e-05,0.033321,-9.0557,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Kill_Bill:_Volume_1,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Liam_Neeson,0,0.0,0.00075,0.130539,0.081595,0.0,1881.0,2.3e-05,0.086807,104.699223,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Kill_Bill:_Volume_1,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Thandiwe_Newton,0,0.0,0.00025,0.120118,0.083593,0.0,722.0,2.6e-05,0.066338,25.947922,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Love_Actually,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Sigourney_Weaver,0,0.0,0.001375,0.130236,0.083745,0.0,1846.0,2.2e-05,0.085467,182.672096,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Love_Actually,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/John_Cusack,0,0.0,0.00125,0.129151,0.08599,0.0,1872.0,2.7e-05,0.071748,226.397907,0.0,1.0,0.39077963837227575
http://dbpedia.org/resource/Camp_Rock,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Rowan_Atkinson,0,0.0,0.0,0.079402,0.061056,0.0,484.0,2.5e-05,0.061579,-15.480366,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Camp_Rock,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Harry_Shearer,0,0.0,0.00025,0.074006,0.0633,0.0,363.0,5.4e-05,0.05298,6.36584,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/2012_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Harry_Shearer,0,0.0,0.001625,0.125041,0.097784,0.0,693.0,3.7e-05,0.066627,261.481316,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/2012_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Jesse_Ventura,0,0.0,0.0005,0.077285,0.061326,0.0,609.0,3.9e-05,0.039144,13.966681,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/A_Hard_Day's_Night_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Amanda_Seyfried,0,0.0,0.0,0.069784,0.05883,0.0,342.0,1.5e-05,0.056363,-15.981372,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Om_Shanti_Om,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Robert_Wagner,0,0.0,0.0,0.056874,0.052429,0.0,1554.0,8e-06,0.03574,-13.797492,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/The_Aristocats,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Kevin_Jonas,0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,-19.354821,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Mean_Girls,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/John_Lennon,0,0.0,0.0,0.060421,0.055709,0.0,990.0,4.8e-05,0.025703,-14.447956,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/The_Right_Stuff_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Shah_Rukh_Khan,0,0.0,0.0,0.064289,0.052878,0.0,1248.0,9e-06,0.032612,-14.11385,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Almost_Famous,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Kate_Hudson,1,0.0,0.0005,0.11547,0.095262,0.0,697.0,2e-05,0.077337,35.540036,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Amy_(2015_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Amy_Winehouse,1,0.0,0.018125,0.873369,0.206179,0.0,188.0,0.00023,0.202169,24601.165292,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Anandam,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Tanikella_Bharani,1,0.0,0.00175,0.145516,0.093081,0.0,528.0,0.000258,0.092888,322.896538,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Dallas_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Barbara_Payton,1,0.0,0.000375,0.082747,0.072594,0.0,168.0,2.4e-05,0.055104,34.906788,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Along_Came_Daffy,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Mel_Blanc,1,0.223347,0.147125,0.125968,0.082801,0.001353,3675.0,0.000195,0.05835,4119.896131,1.0,1.0,0.9708342224313989
http://dbpedia.org/resource/Deadly_Advice,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Imelda_Staunton,1,0.0,0.0005,0.14522,0.099559,0.0,385.0,6.6e-05,0.105556,79.071075,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Against_All_Odds_(1924_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Buck_Jones,1,0.0,0.019,0.090424,0.070496,0.0,432.0,2.1e-05,0.050801,59187.024344,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Deep_Impact_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Morgan_Freeman,1,0.0,0.0035,0.135408,0.083948,0.0,1710.0,2.6e-05,0.101506,1280.483703,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/David_(2013_Tamil_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Jiiva,1,0.0,0.005875,0.089556,0.080555,0.0,518.0,0.000396,0.072052,773.406024,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Veeram_(2014_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Tamannaah,1,0.0,0.0035,0.131688,0.096577,0.0,385.0,0.000274,0.103917,614.855196,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Deep_Blue_Sea_(1999_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Saffron_Burrows,1,0.0,0.00025,0.132134,0.104625,0.0,288.0,1.9e-05,0.073685,31.561177,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Davy_Crockett:_King_of_the_Wild_Frontier_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Fess_Parker,1,0.0,0.001875,0.13513,0.100118,0.0,156.0,3.2e-05,0.0891,315.157248,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Dark_Passage_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Agnes_Moorehead,1,0.0,0.000875,0.137145,0.090104,0.0,450.0,4.3e-05,0.084712,125.168925,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Darling_(2015_Indian_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Nikki_Galrani,1,0.0,0.00225,0.123659,0.087305,0.0,261.0,0.000434,0.066293,400.282365,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Darna_Zaroori_Hai,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Riteish_Deshmukh,1,0.089428,0.0175,0.148586,0.099099,0.012346,1392.0,0.000505,0.119894,6269.231033,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Darling_(2007_Indian_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Adnan_Sami,0,0.0,0.0015,0.116472,0.091932,0.0,288.0,0.000258,0.0748,206.37907,1.0,0.0,0.15853834961347307
http://dbpedia.org/resource/American_Wedding,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Amanda_Swisten,0,0.0,0.001,0.06876,0.065215,0.0,55.0,0.000133,0.02819,180.332561,1.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Davy_Crockett:_King_of_the_Wild_Frontier_(film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Norman_Foster_(director),0,0.0,0.00175,0.1542,0.101426,0.0,384.0,2.6e-05,0.084292,477.918476,1.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Uzhaippali,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/P._Vasu,0,0.0,0.04,0.907533,0.182952,0.0,348.0,0.000313,0.201272,6294.009226,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Boys_and_Girls_(2000_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Renate_Verbaan,0,0.0,0.0,0.04324,0.054174,0.0,10.0,2.3e-05,0.017473,-21.077287,1.0,0.0,0.07448353275802129
http://dbpedia.org/resource/All_the_Best:_Fun_Begins,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Suraj_Jagan,0,0.0,0.00075,0.058108,0.066484,0.0,60.0,0.000574,0.040982,57.672839,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/David_(2013_Tamil_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Sheetal_Menon,0,0.369269,0.006125,0.237908,0.188059,0.055556,70.0,0.002809,0.137796,672.765552,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Day_of_the_Dead_(2008_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Jeffrey_Reddick,0,0.0,0.003375,0.907533,0.260878,0.0,136.0,0.000163,0.280525,751.882674,0.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Veeram_(2014_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Amit_Tiwari,0,0.0,0.000125,0.07273,0.076392,0.0,28.0,0.000416,0.043277,-0.838432,1.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Almost_Famous,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Andrew_Sarris,0,0.0,0.000125,0.072577,0.066305,0.0,119.0,2.8e-05,0.046444,-1.857914,1.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Cat_Feud,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Merrie_Melodies,0,0.546875,0.0085,0.142919,0.100476,0.069767,168.0,0.006126,0.069009,183.659559,1.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Amy_(1981_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Seamon_Glass,0,0.0,0.0,0.060186,0.061433,0.0,32.0,1.8e-05,0.036949,-19.399216,1.0,0.0,0.15853834961347307
http://dbpedia.org/resource/Analyze_This,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Molly_Shannon,0,0.0,0.00025,0.076689,0.064768,0.0,583.0,2.2e-05,0.05511,18.110393,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Against_All_Odds_(1924_film),http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/William_Scott_(actor),0,0.0,0.002375,0.07721,0.078857,0.0,48.0,2.8e-05,0.046945,1962.330472,1.0,1.0,0.9657087088441187
http://dbpedia.org/resource/Vampire_Circus,http://dbpedia.org/ontology/starring,http://dbpedia.org/resource/Mark_Morris_(author),0,0.0,0.0,0.060369,0.065805,0.0,168.0,3.3e-05,0.032407,-17.006903,1.0,0.0,0.15853834961347307
