subject,predicate,object,truth,adamic_adar,degree_product,jaccard,katz,kl,kl_rel,ks,pathent,simrank,pra,predpath,ensemble_score
http://dbpedia.org/resource/William_S._Burroughs,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Brooklyn,0,0.0,359774.0,0.0,0.0165,0.074237,0.169044,0.05883,1650.448047,7.8e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Constantine_Samuel_Rafinesque,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Prague,0,0.0,44736.0,0.0,0.000375,0.054894,0.077671,0.026487,32.283812,6e-06,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Brittany_Murphy,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/New_York_City,0,0.0,1055604.0,0.0,0.092375,0.064163,0.143448,0.05596,2173.149712,5.9e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Futuremark,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Way_Station_(novel),0,0.0,36.0,0.0,0.0,0.049089,0.034657,0.012744,-19.229291,3.2e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Zoe_Salmon,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Beverly_Hills,_California",0,0.0,4613.0,0.0,0.00025,0.056315,0.069603,0.030749,18.240625,2.1e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Leon_Lai,http://dbpedia.org/ontology/spouse,"http://dbpedia.org/resource/Newark,_New_Jersey",0,0.0,50193.0,0.0,0.0,0.055125,0.072042,0.036333,-8.78561,1.1e-05,0.0,0.0,0.2689421385212754
http://dbpedia.org/resource/Akira_Kurosawa,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,0,0.0,11712.0,0.0,0.0,0.056596,0.058987,0.034392,-10.883889,1.2e-05,0.0,0.0,0.26894142136999516
http://dbpedia.org/resource/Billy_Joel,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Adelaide,0,0.0,234112.0,0.0,0.0,0.05707,0.076721,0.034389,-6.569934,5.8e-05,0.0,0.0,0.26898741455429476
http://dbpedia.org/resource/Platial,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Houston_Rockets,0,0.0,618.0,0.0,0.0,0.0,0.0,0.0,-15.127752,0.0,0.0,0.0,0.7309541585480915
http://dbpedia.org/resource/Jelena_Janković,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Morgan_Freeman,0,0.0,2736.0,0.0,0.0,0.051771,0.046088,0.014144,-12.981447,1.6e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Last_Action_Hero,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Chennai,0,0.0,54220.0,0.0,0.0,0.047782,0.063305,0.029007,-8.674356,8e-06,0.0,0.0,0.26894250255953267
http://dbpedia.org/resource/Mark_Woodforde,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Nobel_Prize_in_Physiology_or_Medicine,0,0.0,13542.0,0.0,0.0005,0.058976,0.054123,0.030308,46.828231,6.7e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Heath_Ledger,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Bernard_Archard,0,0.0,270.0,0.0,0.0,0.059671,0.050566,0.0315,-16.322407,4.8e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Mylène_Jampanoï,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Miranda_Raison,0,0.0,180.0,0.0,0.000125,0.059175,0.057415,0.023781,-3.427547,5.1e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Blake_Lively,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Halle_Berry,0,0.0,1682.0,0.0,0.00025,0.08542,0.097666,0.082576,24.171646,6.3e-05,0.0,0.0,0.2689414213699951
http://dbpedia.org/resource/Ray_Panthaki,http://dbpedia.org/ontology/spouse,http://dbpedia.org/resource/Emmy_Rossum,0,0.0,198.0,0.0,0.0,0.075968,0.080539,0.044161,-16.769864,4.4e-05,0.0,0.0,0.2689414213699951
