subject,predicate,object,truth,katz,jaccard,kl_rel,degree_product,adamic_adar,kl,ks,pathent,simrank,pra,predpath,ensemble_score
http://dbpedia.org/resource/Saul_Williams,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.0,0.049092,230.0,0.0,0.073084,0.031163,-16.553732,5.3e-05,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Jimmy_Carter,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Eindhoven,0,0.0,0.0,0.046602,122200.0,0.0,0.061475,0.023662,-7.504289,1.7e-05,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Gerald_Ford,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Stanford_University,0,0.031625,0.0,0.118971,1154688.0,0.0,0.07996,0.076744,2602.125809,0.000105,0.0,1.0,0.944385058679031
http://dbpedia.org/resource/Brian_Wilson,http://dbpedia.org/ontology/team,"http://dbpedia.org/resource/Knoxville,_Tennessee",0,0.00275,0.0,0.06108,176168.0,0.0,0.064488,0.035283,218.473354,5.2e-05,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Calvin_Coolidge,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Eva_Longoria,0,0.0,0.0,0.044425,7296.0,0.0,0.060203,0.032007,-11.566556,4.8e-05,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Frank_Herbert,http://dbpedia.org/ontology/team,"http://dbpedia.org/resource/Mountain_View,_California",0,0.000375,0.0,0.05905,17175.0,0.0,0.064141,0.031648,26.233791,3.3e-05,0.0,1.0,0.9352551683235781
http://dbpedia.org/resource/Chiang_Kai-shek,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,0,0.0,0.0,0.045657,77840.0,0.0,0.051767,0.019311,-8.153506,7e-06,0.0,1.0,0.7107503953079319
http://dbpedia.org/resource/Jonathan_Swift,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Alexondra_Lee,0,0.0,0.0,0.031558,112.0,0.0,0.05583,0.017903,-17.591863,3.3e-05,0.0,1.0,0.9326266067524764
http://dbpedia.org/resource/Sun_Microsystems,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Sleepycat_Software,0,0.008625,0.010101,0.109824,736.0,0.205769,0.125956,0.062746,933.180895,0.000731,0.0,1.0,0.9489969608256382
http://dbpedia.org/resource/Chris_Bosh,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,0,0.031125,0.0,0.101451,10008.0,0.0,0.076623,0.055682,3685.676888,0.000258,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/Chauncey_Billups,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Indiana_Pacers,0,0.02275,0.0,0.088762,15450.0,0.0,0.07416,0.051378,3162.291584,0.000279,0.0,1.0,0.9436245100039158
http://dbpedia.org/resource/Carlos_Boozer,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Chicago_Bulls,0,0.04,0.001506,0.333772,12900.0,1.442695,0.122513,0.110626,3526.854095,0.001511,0.0,0.0,0.5406730306643888
http://dbpedia.org/resource/Shawn_Marion,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,0,0.031875,0.0,0.08288,13120.0,0.0,0.073865,0.043237,3473.935347,0.000259,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/Gerald_Wallace,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Utah_Jazz,0,0.01825,0.0,0.091486,7856.0,0.0,0.07461,0.050364,2531.846522,0.000288,0.0,0.0,0.5092144581923689
http://dbpedia.org/resource/Steve_Blake,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Orlando_Magic,0,0.004125,0.0,0.079222,6064.0,0.0,0.071944,0.045099,571.996359,0.000272,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Mike_Dunleavy_Jr.,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,0,0.029625,0.0,0.080511,10506.0,0.0,0.066687,0.043346,3417.573411,0.000288,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/J._R._Smith,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Philadelphia_76ers,0,0.0225,0.0,0.091114,13305.0,0.0,0.073267,0.064847,2948.584912,0.000228,0.0,0.0,0.510274501035111
http://dbpedia.org/resource/Samuel_Dalembert,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,0,0.010875,0.0,0.085685,9618.0,0.0,0.070098,0.047049,1352.186431,0.000215,0.0,0.0,0.5058346798513538
http://dbpedia.org/resource/Jamal_Crawford,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Clippers,0,0.01475,0.001821,0.333772,10089.0,1.442695,0.125503,0.121335,1524.240861,0.002288,0.0,0.0,0.5381617262708309
http://dbpedia.org/resource/Jamal_Crawford,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Utah_Jazz,0,0.013625,0.0,0.094601,9329.0,0.0,0.07858,0.061525,1647.820727,0.000208,0.0,0.0,0.5058078634897977
http://dbpedia.org/resource/Shane_Battier,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Charlotte_Hornets,0,0.030625,0.0,0.09106,9776.0,0.0,0.078657,0.074694,3892.471891,0.000353,0.0,0.0,0.5098838760351109
http://dbpedia.org/resource/Gerald_Green,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,0,0.0055,0.0,0.075142,5339.0,0.0,0.070934,0.058187,693.839933,0.000242,0.0,0.0,0.5058346798513538
