subject,predicate,object,truth,adamic_adar,katz,jaccard,kl,degree_product,kl_rel,ks,simrank,pathent,predpath,pra,ensemble_score
http://dbpedia.org/resource/Dwight_D._Eisenhower,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Denison,_Texas",1,0.0,0.07425,0.0,0.073162,30177.0,0.065342,0.044492,0.000117,3913.880517,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Kanye_West,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Atlanta,1,1.81757,0.755,0.0015,0.087039,1487088.0,0.230246,0.12471,0.000194,4482.190787,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/The_Undertaker,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Houston,1,0.229946,1.2035,0.000571,0.109195,45383.0,0.767002,0.126095,0.000146,2894.559903,0.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Harry_S._Truman,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Lamar,_Missouri",1,0.0,0.056875,0.0,0.073913,5824.0,0.067455,0.046139,0.000171,3917.834772,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Lady_Gaga,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_City,1,1.885783,3.657,0.000249,0.076738,3430713.0,0.227519,0.11454,7.3e-05,7556.286248,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Judy_Chicago,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chicago,1,0.107772,1.581625,9.3e-05,0.063881,96381.0,0.094713,0.050775,0.000102,3877.895075,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Prince_(musician),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Minneapolis,1,8.81445,0.68625,0.00952,0.094984,583950.0,0.266256,0.164782,0.000365,11171.535029,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Johnny_Cash,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Kingsland,_Arkansas",1,0.0,0.000125,0.0,0.065832,1610.0,0.062431,0.019296,6.5e-05,-7.744892,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/Serena_Williams,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Saginaw,_Michigan",1,0.0,0.000875,0.0,0.055787,25852.0,0.063852,0.025273,6.4e-05,64.480072,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Daniel_Nestor,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Belgrade,1,0.246194,0.286125,0.000561,0.072288,346800.0,0.116057,0.044361,3.7e-05,4084.291563,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Willie_Nelson,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Abbott,_Texas",1,0.558111,0.010625,0.005882,0.211074,1148.0,0.280958,0.144194,0.001168,1707.004333,0.0,0.0,0.2368566906566678
http://dbpedia.org/resource/Bob_Levy_(comedian),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Staten_Island,1,0.0,0.08675,0.0,0.0,619.0,0.0,0.0,0.000595,4369.730341,1.0,1.0,0.879157970552732
http://dbpedia.org/resource/Gerald_Ford,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Omaha,_Nebraska",1,0.0,0.01375,0.0,0.084104,443424.0,0.11979,0.091581,7.8e-05,1295.852201,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Kaley_Cuoco,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Camarillo,_California",1,0.0,0.017125,0.0,0.063627,3040.0,0.067799,0.054569,6.3e-05,3192.827788,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Novak_Djokovic,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Belgrade,1,1.920525,0.289125,0.001403,0.091382,353736.0,0.116057,0.094459,0.000171,3606.564457,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Timbaland,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Norfolk,_Virginia",1,0.389871,0.218,0.001032,0.098418,174216.0,0.164756,0.081763,7.1e-05,6034.436044,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Ashley_Johnson_(actress),http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Camarillo,_California",1,0.0,0.0155,0.0,0.060608,2470.0,0.063704,0.050526,0.000102,2750.594349,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Max_Mirnyi,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Minsk,1,0.277101,0.3855,0.001537,0.075485,76942.0,0.122435,0.043347,4.8e-05,3502.316829,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Dolly_Parton,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Pittman_Center,_Tennessee",1,0.0,0.058375,0.0,0.115882,1029.0,0.111673,0.06503,0.000326,13122.32753,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Fred_Clarke,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Winterset,_Iowa",1,0.0,0.00025,0.0,0.062453,212.0,0.049724,0.0208,7.6e-05,8.561037,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/Aretha_Franklin,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Memphis,_Tennessee",1,0.389871,0.008875,0.000573,0.0912,181596.0,0.188011,0.094494,0.000114,4301.550567,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Shakira,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Barranquilla,1,0.117726,0.104,0.00289,0.06927,26196.0,0.104372,0.051823,5.2e-05,33432.073406,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Mahesh_Bhupathi,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chennai,1,3.66747,0.436125,0.002528,0.095107,176215.0,0.231858,0.19348,0.000522,3605.804332,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Ai_Sugiyama,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Yokohama,1,0.238643,0.20225,0.002497,0.067477,34110.0,0.102878,0.024881,0.000206,4231.750056,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Benjamin_Franklin,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Boston,1,1.043943,0.05475,0.00053,0.085387,308440.0,0.243484,0.099654,0.000277,6873.671356,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Todd_Woodbridge,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Sydney,1,2.573379,2.60575,0.001072,0.103996,469030.0,0.858573,0.214883,0.000397,6189.479133,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Tupac_Shakur,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_City,1,2.775218,3.6815,0.000332,0.080181,3310758.0,0.280875,0.13488,0.000206,8678.598358,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Lleyton_Hewitt,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Adelaide,1,1.338336,0.39025,0.001487,0.098017,71424.0,0.19326,0.11327,0.000544,3895.954869,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Oscar_Wilde,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Dublin,1,1.027797,0.872875,0.000379,0.086919,318054.0,0.254186,0.128811,0.000302,3811.352084,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Natasha_Zvereva,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Minsk,1,0.277101,0.542,0.001512,0.123097,104244.0,0.858573,0.133098,6.5e-05,5805.843161,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Ella_Fitzgerald,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Newport_News,_Virginia",1,0.0,0.075125,0.0,0.077917,19533.0,0.109144,0.072529,0.000102,6511.267033,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Martin_Koolhoven,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/The_Hague,1,0.105762,0.1655,0.000747,0.083331,11979.0,0.157948,0.070996,0.000675,3501.707,1.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Samantha_Stosur,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Brisbane,1,0.212796,0.526625,0.000846,0.078972,102212.0,0.108687,0.042883,0.000133,3114.512193,0.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Nas,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_City,1,4.705829,3.743625,0.000622,0.074694,3310758.0,0.229744,0.107447,0.000197,9404.828124,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/David_Ferrer,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Alicante,1,0.099809,0.058625,0.003759,0.086425,8120.0,0.13989,0.061015,0.00015,4044.654929,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Immanuel_Kant,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Königsberg,1,1.628201,0.244,0.010811,0.158031,73130.0,0.893524,0.272881,0.000141,6389.566831,0.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Rae_Armantrout,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Vallejo,_California",1,0.09904,0.0375,0.005155,0.061245,1134.0,0.08866,0.033974,0.000421,5052.978316,1.0,1.0,0.9715515015965954
http://dbpedia.org/resource/Jesse_Aaron_Dwyre,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Kingston,_Ontario",1,0.0,0.0,0.0,0.050567,1464.0,0.055139,0.025924,2.8e-05,-13.883547,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/LeBron_James,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Akron,_Ohio",1,0.15499,0.11,0.001431,0.082802,41844.0,0.137988,0.089736,4.3e-05,7405.858217,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Helena_Suková,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Prague,1,0.350629,1.236125,0.001047,0.111908,204108.0,0.858573,0.132481,8.7e-05,7117.131013,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Walter_Scott,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Edinburgh,1,0.678467,0.549375,0.000641,0.089087,177770.0,0.227403,0.108686,0.000372,3856.726925,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Herbert_Hoover,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/West_Branch,_Iowa",1,0.705911,0.007125,0.012658,0.188059,2175.0,0.298529,0.119484,0.000859,198.585865,0.0,0.0,0.2368566906566678
http://dbpedia.org/resource/William_Ewart_Gladstone,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Lancashire,1,0.480898,0.507375,0.000292,0.089703,759696.0,0.218591,0.123856,7.1e-05,3712.496761,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Chris_Evert,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Fort_Lauderdale,_Florida",1,0.558111,0.01975,0.001399,0.109274,79764.0,0.098263,0.082551,0.000178,1788.895688,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Radek_Štěpánek,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Karviná,1,0.109245,0.0095,0.012821,0.085761,1470.0,0.096521,0.039067,0.000272,616.396483,1.0,0.0,0.2368566906566678
http://dbpedia.org/resource/Kobe_Bryant,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Philadelphia,1,0.11113,1.292875,0.000123,0.0728,226548.0,0.158247,0.07343,8e-05,3040.103188,0.0,1.0,0.9733465164775477
http://dbpedia.org/resource/John_Coltrane,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Hamlet,_North_Carolina",1,0.0,0.027125,0.0,0.057729,1216.0,0.059136,0.030209,0.000103,43296.918661,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/John_Adams,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Braintree,_Massachusetts",1,1.371169,0.0525,0.026667,0.139396,5920.0,0.2766,0.173743,0.000621,8477.772342,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Judy_Garland,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Grand_Rapids,_Minnesota",1,0.0,0.017125,0.0,0.061041,2816.0,0.057505,0.028835,3.4e-05,4884.497474,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Dean_Martin,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Steubenville,_Ohio",1,0.0,0.038875,0.0,0.062984,13728.0,0.076066,0.052175,5.9e-05,5416.88436,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Rudyard_Kipling,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/British_Raj,1,3.441227,0.385875,0.002675,0.099204,118530.0,0.31636,0.208874,0.000589,4607.262231,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Ivan_Ljubičić,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Banja_Luka,1,0.0,0.020875,0.0,0.068283,5424.0,0.113394,0.030586,7.9e-05,2461.500323,1.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Tom_Cruise,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Syracuse,_New_York",1,0.0,0.000125,0.0,0.07139,50280.0,0.107492,0.062741,5.4e-05,10.952089,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Michael_Jordan,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Brooklyn,1,0.114511,0.90075,0.00016,0.074237,285338.0,0.129827,0.073884,4.5e-05,3745.041662,0.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Kelly_Clarkson,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Fort_Worth,_Texas",1,0.145648,0.181875,0.00091,0.067847,135219.0,0.092471,0.052571,6.3e-05,7037.53713,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Monica_Seles,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Novi_Sad,1,0.157676,0.12925,0.00161,0.063616,30672.0,0.106641,0.029837,3.4e-05,4120.370071,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Paul_Haarhuis,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Eindhoven,1,0.105762,0.053625,0.003195,0.097565,14040.0,0.094859,0.051425,0.000238,6787.037956,1.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Tom_Hanks,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Concord,_California",1,0.0,0.00175,0.0,0.064163,10602.0,0.06901,0.052513,8.6e-05,145.783616,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Tim_Henman,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Oxford,1,0.137838,0.041125,0.000709,0.064541,25074.0,0.102074,0.033854,0.000229,3620.546841,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/George_Orwell,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Motihari,1,0.0,0.0005,0.0,0.068658,920.0,0.063562,0.027827,6.8e-05,47.351106,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/Mitt_Romney,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Detroit,1,0.45512,0.024375,0.000244,0.086923,154014.0,0.239498,0.096301,0.00013,2193.747147,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Ron_Paul,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Pittsburgh,1,0.683455,0.676125,0.000939,0.088835,107576.0,0.236537,0.075166,0.000361,2774.648816,0.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Shaquille_O'Neal,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Newark,_New_Jersey",1,0.0,0.00575,0.0,0.070445,95238.0,0.106534,0.065261,4e-05,889.555681,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Quentin_Tarantino,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Knoxville,_Tennessee",1,0.0,0.00025,0.0,0.055013,39710.0,0.06885,0.044183,4.8e-05,11.126465,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Ted_Kennedy,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Boston,1,1.759321,0.46,0.001063,0.08253,224320.0,0.221584,0.119147,0.000548,3116.970746,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Will.i.am,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Los_Angeles,1,1.357115,1.081125,0.000328,0.075835,2383588.0,0.182663,0.094285,0.000118,13060.077657,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Robin_Williams,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chicago,1,0.107772,1.58775,9.3e-05,0.065826,942392.0,0.13149,0.065447,4.7e-05,3193.340274,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Andre_Agassi,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Las_Vegas,1,0.622158,0.1835,0.001599,0.123775,78342.0,0.858573,0.157787,0.000156,6111.405521,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/John_Lennon,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Liverpool,1,3.038048,0.058375,0.002528,0.091375,589050.0,0.233817,0.170965,0.000242,9902.520236,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Paul_Simon,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Newark,_New_Jersey",1,0.0,0.251,0.0,0.067208,155727.0,0.094842,0.046929,6.3e-05,10697.978627,1.0,1.0,0.961020241088313
http://dbpedia.org/resource/Mary_J._Blige,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Liverpool,0,0.0,0.0005,0.0,0.058673,449225.0,0.082896,0.041874,2.8e-05,116.759579,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Atlanta,0,0.0,0.003875,0.0,0.053326,510064.0,0.078027,0.042419,7.3e-05,553.714323,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Bob_Dylan,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Houston,0,0.0,0.0035,0.0,0.065453,1354508.0,0.106921,0.064688,9.1e-05,1244.962646,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/William_McKinley,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_City,0,0.0,0.110375,0.0,0.070109,4006497.0,0.140085,0.080892,0.000146,3008.535069,1.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Shaquille_O'Neal,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Norfolk,_Virginia",0,0.0,0.004,0.0,0.075686,54168.0,0.094763,0.073819,4.1e-05,475.2292,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/George_Bernard_Shaw,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Camarillo,_California",0,0.0,0.0,0.0,0.063001,7980.0,0.064098,0.046508,3.1e-05,-11.437297,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Stephen_Harper,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Minsk,0,0.0,0.0,0.0,0.061598,305286.0,0.060043,0.035775,6e-06,-6.189307,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Cher,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Chennai,0,0.0,0.00075,0.0,0.066104,395806.0,0.105451,0.051869,1.3e-05,200.51595,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Woodrow_Wilson,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Adelaide,0,0.0,0.00075,0.0,0.054801,404736.0,0.067627,0.033216,9e-06,60.363379,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Willie_Nelson,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Prague,0,0.0,0.0,0.0,0.062088,458544.0,0.081347,0.048579,1.4e-05,-5.607343,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Robbie_Williams,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Liverpool,0,0.389871,0.01225,0.000326,0.086483,273700.0,0.220022,0.074346,8.3e-05,9391.60188,1.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Emmylou_Harris,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Hamlet,_North_Carolina",0,0.0,0.000125,0.0,0.063087,1748.0,0.062553,0.027443,5.7e-05,-5.555193,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/Frank_Zappa,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Brooklyn,0,0.0,0.039125,0.0,0.076977,887029.0,0.170122,0.073291,9.5e-05,1919.794519,1.0,0.0,0.1707337907892251
http://dbpedia.org/resource/David_Lloyd_George,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Eindhoven,0,0.0,0.0,0.0,0.066475,46280.0,0.049863,0.031765,7e-06,-8.902608,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Daniel_Nestor,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Gary,_Indiana",0,0.0,0.00025,0.0,0.057575,31000.0,0.082569,0.030748,5.6e-05,17.928759,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/George_Bernard_Shaw,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Belleville,_Ontario",0,0.0,0.0,0.0,0.057399,14112.0,0.060313,0.023354,2e-05,-10.615032,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Kofi_Annan,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Boston,0,0.0,0.001375,0.0,0.0628,179456.0,0.107956,0.04679,2e-05,169.219953,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Kelly_Clarkson,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Baltimore,0,0.0,0.0005,0.0,0.067372,586701.0,0.113977,0.058711,4.9e-05,54.808843,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Avril_Lavigne,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Lamar,_Missouri",0,0.0,0.00025,0.0,0.06799,1008.0,0.075579,0.023708,5.1e-05,32.506834,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/Tom_Cruise,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Toronto,0,0.0,0.000875,0.0,0.063783,526560.0,0.107177,0.063016,2.7e-05,174.661079,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Gerald_Ford,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Boston,0,0.0,0.0405,0.0,0.075831,2086176.0,0.125854,0.102867,8.7e-05,2233.481923,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Mike_Bryan,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Barnwell,_South_Carolina",0,0.0,0.0,0.0,0.053354,4092.0,0.048413,0.017342,0.000143,-12.400753,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/William_Ewart_Gladstone,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Staunton,_Virginia",0,0.0,0.0,0.0,0.056294,37842.0,0.057824,0.036566,7e-06,-9.192735,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Stephen_Harper,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Memphis,_Tennessee",0,0.0,0.001,0.0,0.059194,402456.0,0.076209,0.030311,1.1e-05,102.324923,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Ron_Paul,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Belgrade,0,0.0,0.000125,0.0,0.052091,117912.0,0.062165,0.033775,1.1e-05,2.828852,0.0,0.0,0.1707337907892251
http://dbpedia.org/resource/Katy_Perry,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Los_Angeles,0,4.147623,0.08775,0.000658,0.079571,1719804.0,0.256447,0.119851,0.000423,17996.59854,1.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Imre_Kertész,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Nobel_Prize_in_Literature,0,0.0,0.0,0.0,0.065952,60.0,0.049534,0.026261,3.4e-05,-18.492326,0.0,0.0,0.1937434634082727
http://dbpedia.org/resource/Charlton_Heston,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Beverly_Hills,_California",0,0.0,0.103,0.0,0.133498,56674.0,0.893524,0.189363,5e-05,3481.968673,0.0,1.0,0.961020241088313
http://dbpedia.org/resource/Johnny_Carson,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/West_Hollywood,_California",0,0.202974,0.0125,0.010152,0.063211,3258.0,0.080185,0.040312,0.000187,857.266887,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Awem,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Mogilev,0,0.130684,0.033625,0.006098,0.164774,954.0,0.89919,0.173777,0.000226,4356.979977,0.0,0.0,0.2368566906566678
http://dbpedia.org/resource/Sōsuke_Uno,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Japan,0,1.084889,4.098125,0.000173,0.090533,553344.0,0.893524,0.159064,0.000483,3620.169782,0.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Simeon_Saxe-Coburg-Gotha,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Bulgaria,0,1.560422,0.219,0.000598,0.087603,166800.0,0.273495,0.105843,0.001264,5918.157729,1.0,1.0,0.9733465164775477
http://dbpedia.org/resource/Tyson_Chandler,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_Orleans_Pelicans,0,1.442695,0.0175,0.003205,0.135687,6132.0,0.199944,0.079282,0.002,2143.721613,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Gerald_Green,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Minnesota_Timberwolves,0,1.442695,0.0135,0.002538,0.131186,7144.0,0.199944,0.070789,0.002271,1476.394267,0.0,0.0,0.18698206983478136
http://dbpedia.org/resource/Anne_McCaffrey,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Dragonsblood,0,1.624246,0.030875,0.074074,0.189514,400.0,0.225802,0.25683,0.005406,3213.844946,0.0,0.0,0.2368566906566678
http://dbpedia.org/resource/John_Boyd_(author),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/The_Last_Starship_from_Earth,0,0.0,0.001,0.0,0.41906,12.0,0.776247,0.337839,0.000703,187.430527,0.0,0.0,0.17062528384478068
http://dbpedia.org/resource/Ronald_Cheng,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Charlene_Choi,0,0.0,0.011375,0.0,0.216877,1147.0,0.76573,0.22903,0.000849,3680.499256,0.0,0.0,0.1956965884082727
http://dbpedia.org/resource/Stephen_Dunham,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Alexondra_Lee,0,0.675897,0.0085,0.111111,0.324734,96.0,0.76573,0.366767,0.004886,794.419134,0.0,0.0,0.23561526985958292
