subject,predicate,object,truth,adamic_adar,degree_product,jaccard,kl,katz,kl_rel,ks,pra,pathent,simrank,predpath,ensemble_score
http://dbpedia.org/resource/Alexander_Kerensky,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Ulyanovsk,0,0.352956,2728.0,0.008475,0.120329,0.00875,0.21074,0.094127,0.0,1009.951541,0.000302,0.0,0.3256746277545895
http://dbpedia.org/resource/Arthur_de_Gobineau,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Ville-d'Avray,0,0.0,209.0,0.0,0.091498,0.000875,0.115449,0.055467,1.0,107.208995,0.000872,0.0,0.4169036822777122
http://dbpedia.org/resource/Eugene_Wigner,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Budapest,0,0.941137,61935.0,0.000966,0.082244,0.144,0.148755,0.081998,0.0,4210.507274,0.000515,0.0,0.3256746277545895
http://dbpedia.org/resource/George_Frideric_Handel,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Halle_(Saale),0,1.530224,3824.0,0.011905,0.132012,0.010375,0.332988,0.139982,0.0,559.157744,0.001482,0.0,0.3256746277545895
http://dbpedia.org/resource/Douglas_Adams,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Santa_Barbara,_California",0,0.0,36456.0,0.0,0.076004,0.0035,0.129723,0.052054,0.0,453.765184,4.3e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Catherine_of_Aragon,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Huntingdonshire,0,0.0,885.0,0.0,0.062229,0.0,0.060485,0.034708,0.0,-14.609705,5.8e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Alfonso_IV_of_Aragon,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Barcelona,0,0.0,27440.0,0.0,0.073844,0.0005,0.121064,0.038926,0.0,215.890256,5.7e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Douglas_Adams,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Cambridge,0,0.144453,56154.0,0.000838,0.066815,0.04475,0.110196,0.047889,0.0,3074.043314,7.8e-05,0.0,0.3256746277545895
http://dbpedia.org/resource/Joseph_Conrad,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Bishopsbourne,0,0.123816,192.0,0.027027,0.092011,0.00375,0.097609,0.038442,0.0,149.336756,0.001158,0.0,0.341486972553597
http://dbpedia.org/resource/Alfonso_IV_of_Aragon,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Naples,0,0.0,16030.0,0.0,0.065329,0.0,0.092836,0.037344,1.0,-10.431199,0.00026,1.0,0.5139726137364785
http://dbpedia.org/resource/Arthur_de_Gobineau,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Turin,0,0.12629,13959.0,0.000782,0.06225,0.026875,0.09691,0.038601,0.0,4577.412179,0.000105,0.0,0.341486972553597
"http://dbpedia.org/resource/Albert_VII,_Archduke_of_Austria",http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Wiener_Neustadt,0,0.0,930.0,0.0,0.06119,0.0,0.064112,0.044525,1.0,-14.538156,3.1e-05,1.0,0.5139726137364785
http://dbpedia.org/resource/Joseph_Conrad,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Berdychiv,0,0.0,1408.0,0.0,0.068299,0.001625,0.081249,0.037941,1.0,197.125284,3.7e-05,0.0,0.4169036822777122
http://dbpedia.org/resource/Catherine_of_Aragon,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Alcalá_de_Henares,0,0.0,355.0,0.0,0.056907,0.0,0.069065,0.022629,1.0,-15.927549,4.9e-05,1.0,0.5139726137364785
http://dbpedia.org/resource/Joris_Ivens,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Nijmegen,0,0.105762,5313.0,0.003953,0.063365,0.0345,0.086859,0.036254,1.0,52271.801762,9.8e-05,1.0,0.4946184480400608
http://dbpedia.org/resource/Gregory_Bateson,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Grantchester,0,0.0,588.0,0.0,0.073541,0.000375,0.066122,0.036868,1.0,37.462695,5.3e-05,1.0,0.516774746051003
http://dbpedia.org/resource/James_Wilkinson,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Mexico_City,0,0.700454,124180.0,0.000673,0.106414,0.7095,0.805968,0.139068,0.0,3476.420921,0.000152,0.0,0.341486972553597
http://dbpedia.org/resource/Ivan_Bunin,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Voronezh,0,0.0,3906.0,0.0,0.063488,0.0045,0.082376,0.040018,1.0,663.183629,0.000771,0.0,0.4169036822777122
http://dbpedia.org/resource/J._R._R._Tolkien,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Bloemfontein,0,0.222232,39150.0,0.002358,0.089528,0.005125,0.151277,0.045592,0.0,435.961493,3e-05,0.0,0.3256746277545895
http://dbpedia.org/resource/Gregory_Bateson,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/San_Francisco,0,0.217147,262150.0,0.000185,0.073474,0.005375,0.113514,0.072037,0.0,449.960038,8.4e-05,0.0,0.341486972553597
http://dbpedia.org/resource/Jean-Jacques_Rousseau,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Ermenonville,0,0.0,260.0,0.0,0.072277,0.001,0.067205,0.027204,0.0,122.381917,0.00061,0.0,0.4480191728013845
http://dbpedia.org/resource/Alfred_Hitchcock,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Bel_Air,_Los_Angeles",0,0.378095,3330.0,0.016,0.122034,0.01,0.163801,0.064054,0.0,984.435873,0.000153,0.0,0.341486972553597
http://dbpedia.org/resource/F._F._E._Yeo-Thomas,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London,0,0.0,182416.0,0.0,0.056492,0.007,0.081028,0.041803,1.0,779.463507,4.6e-05,0.0,0.4169036822777122
http://dbpedia.org/resource/Ernst_Mayr,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Kempten,0,0.0,714.0,0.0,0.068498,0.000375,0.083401,0.032629,1.0,26.146593,4.7e-05,0.0,0.4169036822777122
http://dbpedia.org/resource/Frank_Capra,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/La_Quinta,_California",0,0.0,1716.0,0.0,0.065209,0.00025,0.063938,0.043971,0.0,26.399012,9.5e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Ivan_Bunin,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Paris,0,0.090548,181206.0,9.9e-05,0.059537,0.959125,0.103024,0.040226,0.0,2341.764899,0.000325,0.0,0.341486972553597
http://dbpedia.org/resource/Carlo_Goldoni,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Venice,0,1.080865,9852.0,0.002407,0.113519,0.04125,0.338527,0.095562,0.0,8706.816903,0.001582,0.0,0.3256746277545895
http://dbpedia.org/resource/Anton_Chekhov,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Badenweiler,0,0.0,1188.0,0.0,0.100484,0.0005,0.118131,0.04635,0.0,61.520854,5.5e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Austen_Henry_Layard,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paris,0,0.213578,151005.0,9.9e-05,0.067118,0.009625,0.146747,0.046358,0.0,1172.896717,5.8e-05,0.0,0.3256746277545895
http://dbpedia.org/resource/John_A._Macdonald,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Ottawa,0,0.71473,174655.0,0.001091,0.092233,0.406375,0.226241,0.122323,0.0,2875.252436,0.000491,0.0,0.341486972553597
http://dbpedia.org/resource/Joe_Strummer,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Ankara,0,0.0,70850.0,0.0,0.054327,0.0015,0.064277,0.036618,1.0,141.703714,1.2e-05,1.0,0.5423973488725352
"http://dbpedia.org/resource/Albert_VII,_Archduke_of_Austria",http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Brussels,0,0.0,29040.0,0.0,0.088681,0.00025,0.08912,0.068612,0.0,34.054133,0.000118,0.0,0.4480191728013845
http://dbpedia.org/resource/Anton_Chekhov,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Taganrog,0,1.590353,24288.0,0.009585,0.127806,0.0165,0.258113,0.175119,1.0,1264.35766,0.001254,0.0,0.3256628416554516
http://dbpedia.org/resource/Benoit_Mandelbrot,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Warsaw,0,0.0,37044.0,0.0,0.076464,0.000875,0.092973,0.045722,1.0,245.736336,5.7e-05,1.0,0.516774746051003
http://dbpedia.org/resource/George_Frideric_Handel,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/London,0,0.096664,364832.0,4.4e-05,0.063236,0.91125,0.169541,0.06294,0.0,2348.902413,0.000199,0.0,0.341486972553597
http://dbpedia.org/resource/Adelaide_of_Italy,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Orbe,0,0.0,273.0,0.0,0.065462,0.000125,0.049844,0.012717,1.0,0.045584,2.4e-05,1.0,0.517934783929791
http://dbpedia.org/resource/James_Wilkinson,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Benedict,_Maryland",0,0.220624,112.0,0.032258,0.144532,0.002875,0.156252,0.056688,1.0,65.662631,0.001797,1.0,0.4946184480400608
http://dbpedia.org/resource/Aaliyah,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Brooklyn,0,0.366699,334962.0,0.00032,0.074237,0.169,0.160964,0.057907,0.0,2198.101318,0.00014,0.0,0.324537857942498
http://dbpedia.org/resource/Hawley_Harvey_Crippen,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/London,0,0.096664,91208.0,4.4e-05,0.065432,0.910875,0.173575,0.06228,0.0,2652.600683,0.000457,0.0,0.341486972553597
http://dbpedia.org/resource/Abbas_II_of_Egypt,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Geneva,0,0.0,9126.0,0.0,0.066441,0.00025,0.092211,0.031819,0.0,27.564951,9e-06,0.0,0.4108142054865462
http://dbpedia.org/resource/Joris_Ivens,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Paris,0,0.0,231541.0,0.0,0.064847,0.007625,0.125505,0.068829,0.0,4492.551394,0.000168,0.0,0.4480191728013845
http://dbpedia.org/resource/John_A._Roebling,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_City,0,0.360674,167937.0,4.2e-05,0.07216,0.0055,0.180064,0.053454,1.0,456.799696,0.00038,0.0,0.341486972553597
http://dbpedia.org/resource/John_Stuart_Mill,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London_Borough_of_Islington,0,0.096664,5670.0,0.006667,0.06469,0.00475,0.077489,0.031401,1.0,257.611134,0.000124,0.0,0.3256628416554516
http://dbpedia.org/resource/Jean-Jacques_Rousseau,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Geneva,0,0.0,131820.0,0.0,0.075759,0.017,0.14246,0.063376,0.0,5414.03682,6.3e-05,0.0,0.41739373266267593
http://dbpedia.org/resource/Cornelius_Johnson_(artist),http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London,0,0.096664,91208.0,4.4e-05,0.055645,0.91525,0.123299,0.03342,0.0,2669.252482,7.4e-05,1.0,0.5700960234616137
"http://dbpedia.org/resource/Francis_II,_Holy_Roman_Emperor",http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Vienna,0,0.936018,127710.0,0.000513,0.08818,0.01,0.097107,0.076245,0.0,577.921317,0.000369,1.0,0.6549814912409576
http://dbpedia.org/resource/Fay_Wray,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Alberta,0,0.0,328689.0,0.0,0.055191,0.0,0.088057,0.034873,1.0,-6.083372,1.3e-05,1.0,0.5178698118202575
http://dbpedia.org/resource/Eduard_von_Böhm-Ermolli,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Opava,0,0.0,1023.0,0.0,0.060184,0.0,0.066521,0.034114,0.0,-14.400655,5e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Abd_al-Rahman_I,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Córdoba,_Spain",0,0.0,1680.0,0.0,0.072711,0.0,0.080308,0.042977,0.0,-13.685016,6.9e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Fay_Wray,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_City,0,0.276938,1415469.0,4.2e-05,0.068044,0.009875,0.166069,0.080177,0.0,1091.232642,8.4e-05,0.0,0.341486972553597
http://dbpedia.org/resource/John_von_Neumann,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Washington,_D.C.",0,0.084576,1187272.0,0.000121,0.067315,0.559,0.10104,0.067282,0.0,1556.222109,7.2e-05,1.0,0.6549814912409576
http://dbpedia.org/resource/Amerigo_Vespucci,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Seville,0,0.0,5416.0,0.0,0.071116,0.00125,0.121196,0.045743,0.0,226.454277,6.7e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Henry_Moseley,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Gelibolu,0,0.0,336.0,0.0,0.075922,0.000875,0.090471,0.035065,0.0,151.950499,0.000117,0.0,0.4480191728013845
http://dbpedia.org/resource/F._F._E._Yeo-Thomas,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Paris,0,0.0,80536.0,0.0,0.059228,0.02775,0.073735,0.035594,0.0,3290.044711,4.1e-05,1.0,0.8164454978020229
http://dbpedia.org/resource/Henry_Moseley,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Weymouth,_Dorset",0,0.141226,1484.0,0.008403,0.078466,0.013,0.108287,0.049855,0.0,2152.343521,0.000287,0.0,0.3256746277545895
http://dbpedia.org/resource/Abd_al-Rahman_I,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Damascus,0,0.0,5355.0,0.0,0.070612,0.0,0.09707,0.053685,1.0,-12.012694,2.2e-05,1.0,0.5186241221650851
http://dbpedia.org/resource/C._S._Forester,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Cairo,0,0.215313,51296.0,0.000538,0.076002,0.01175,0.147663,0.041357,0.0,1846.340062,3.6e-05,0.0,0.3256746277545895
http://dbpedia.org/resource/Hawley_Harvey_Crippen,http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Coldwater,_Michigan",0,0.0,260.0,0.0,0.047743,0.0,0.055472,0.023389,1.0,-16.376854,2e-05,1.0,0.5186241221650851
http://dbpedia.org/resource/John_Peel,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Cusco,0,0.0,1000.0,0.0,0.047338,0.0,0.051028,0.022248,0.0,-14.43346,1.8e-05,0.0,0.4566030773031883
"http://dbpedia.org/resource/Christina,_Queen_of_Sweden",http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Rome,0,0.0,37806.0,0.0,0.051437,0.0,0.077227,0.036432,0.0,-9.193915,2.2e-05,0.0,0.4512204635973079
http://dbpedia.org/resource/John_Peel,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Heswall,0,0.0,190.0,0.0,0.062256,0.000375,0.062923,0.028314,1.0,24.854793,0.000212,1.0,0.516774746051003
http://dbpedia.org/resource/André_Weil,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Princeton,_New_Jersey",0,0.0,9414.0,0.0,0.071613,0.005375,0.081159,0.049475,0.0,703.115319,6.9e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/John_von_Neumann,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Budapest,0,1.77082,602834.0,0.00164,0.086783,0.223,0.261113,0.09401,0.0,4036.581641,0.000171,0.0,0.324537857942498
http://dbpedia.org/resource/Eugene_Wigner,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Princeton,_New_Jersey",0,0.0,7845.0,0.0,0.084006,0.002,0.088558,0.062358,1.0,314.774106,0.000188,0.0,0.4540900549434617
http://dbpedia.org/resource/Emma_Goldman,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Toronto,0,0.0,280832.0,0.0,0.059939,0.002125,0.09106,0.035587,0.0,309.403521,3.8e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Augustus_II_the_Strong,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Dresden,0,0.0,15290.0,0.0,0.093266,0.000875,0.192541,0.096133,1.0,294.818984,5.4e-05,1.0,0.516774746051003
http://dbpedia.org/resource/Frédéric_Bastiat,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Rome,0,0.146887,107117.0,0.000158,0.062315,0.139,0.110179,0.036062,0.0,9899.634759,5.9e-05,0.0,0.341486972553597
"http://dbpedia.org/resource/Francis_II,_Holy_Roman_Emperor",http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Florence,0,0.0,39204.0,0.0,0.074637,0.000375,0.128766,0.05199,1.0,75.799935,2.7e-05,1.0,0.516774746051003
http://dbpedia.org/resource/Eduard_von_Böhm-Ermolli,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Ancona,0,0.0,1573.0,0.0,0.060211,0.000375,0.052907,0.029756,1.0,31.811099,2.4e-05,1.0,0.5186241221650851
http://dbpedia.org/resource/Austen_Henry_Layard,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/London,0,0.712288,342030.0,0.000131,0.074978,0.06475,0.203822,0.075505,0.0,4371.957919,0.000476,0.0,0.341486972553597
http://dbpedia.org/resource/Joe_Strummer,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Broomfield,_Somerset",0,0.0,715.0,0.0,0.059163,0.000125,0.058214,0.024273,0.0,-2.521487,6.1e-05,0.0,0.4480191728013845
"http://dbpedia.org/resource/Christina,_Queen_of_Sweden",http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Stockholm,0,0.0,25890.0,0.0,0.065548,0.00025,0.097588,0.040891,1.0,32.004449,0.000581,1.0,0.516774746051003
http://dbpedia.org/resource/Irenaeus,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Lyon,0,0.648658,12696.0,0.001873,0.102502,0.090875,0.259423,0.091095,0.0,4319.606404,0.001071,0.0,0.341486972553597
http://dbpedia.org/resource/Cornelius_Johnson_(artist),http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Utrecht,0,0.105762,2444.0,0.001629,0.069679,0.06625,0.112736,0.035739,0.0,4277.485803,0.000326,0.0,0.341486972553597
http://dbpedia.org/resource/Alfred_Hitchcock,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/London,0,1.347941,2052180.0,0.000131,0.077039,0.062125,0.277781,0.098333,0.0,3008.368136,0.000255,0.0,0.32062433483209146
http://dbpedia.org/resource/Adelaide_of_Italy,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Alsace,0,0.0,2223.0,0.0,0.07767,0.001375,0.091025,0.060507,0.0,201.066982,0.000133,0.0,0.4480191728013845
http://dbpedia.org/resource/Frédéric_Bastiat,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Bayonne,0,0.090548,2533.0,0.006061,0.058658,0.01575,0.074595,0.03534,1.0,1376.148305,0.000361,0.0,0.3256628416554516
http://dbpedia.org/resource/John_Stuart_Mill,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Avignon,0,0.417032,15876.0,0.003623,0.11526,0.006125,0.219461,0.089146,0.0,1164.859764,8.9e-05,0.0,0.341486972553597
http://dbpedia.org/resource/Carlo_Goldoni,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Paris,0,0.0,120804.0,0.0,0.061882,0.003,0.103169,0.049194,0.0,564.08977,3.8e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Benoit_Mandelbrot,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Cambridge,_Massachusetts",0,0.0,15924.0,0.0,0.081741,0.001375,0.08498,0.052716,0.0,286.772112,5.3e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Aaliyah,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Marsh_Harbour,0,0.5092,432.0,0.033333,0.169129,0.006625,0.223608,0.091095,0.0,387.993775,0.001396,0.0,0.341486972553597
http://dbpedia.org/resource/Henry_I_of_England,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Lyons-la-Forêt,0,0.0,66.0,0.0,0.08401,0.0,0.072681,0.03651,0.0,-18.354823,0.000575,0.0,0.49805156907867
http://dbpedia.org/resource/James_Clavell,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Vevey,0,0.0,1628.0,0.0,0.078017,0.001375,0.10262,0.047514,0.0,204.836932,7.3e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Irenaeus,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/İzmir,0,0.100354,6540.0,0.001799,0.077524,0.05025,0.118079,0.052458,1.0,3550.097641,0.000173,0.0,0.3256628416554516
http://dbpedia.org/resource/Ernst_Mayr,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Bedford,_Massachusetts",0,0.0,816.0,0.0,0.058851,0.0,0.052923,0.026388,0.0,-14.726814,6.3e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/J._R._R._Tolkien,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Bournemouth,0,0.685235,59670.0,0.003478,0.112574,0.013875,0.265601,0.107931,0.0,1166.61031,0.000255,0.0,0.341486972553597
http://dbpedia.org/resource/Henry_I_of_England,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Selby,0,0.0,1298.0,0.0,0.060528,0.00025,0.071652,0.027365,1.0,14.894906,0.000131,1.0,0.516774746051003
http://dbpedia.org/resource/Bernardo_O'Higgins,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Chillán,0,0.558111,903.0,0.015873,0.152603,0.003875,0.292585,0.12904,1.0,252.851295,0.001447,0.0,0.3256628416554516
"http://dbpedia.org/resource/Diana,_Princess_of_Wales",http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Paris,0,0.352956,221474.0,9.9e-05,0.076627,0.002625,0.108928,0.046393,0.0,27.666072,0.000116,0.0,0.341486972553597
http://dbpedia.org/resource/Amerigo_Vespucci,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Florence,0,0.207457,9504.0,0.000837,0.077518,0.026625,0.143492,0.052602,0.0,10153.784083,0.000238,0.0,0.3256746277545895
http://dbpedia.org/resource/C._S._Forester,http://dbpedia.org/ontology/birthPlace,"http://dbpedia.org/resource/Fullerton,_California",0,0.0,5376.0,0.0,0.049811,0.0,0.056758,0.02954,0.0,-12.007066,3.8e-05,0.0,0.4480191728013845
http://dbpedia.org/resource/Bernardo_O'Higgins,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Lima,0,0.937034,34986.0,0.001187,0.097944,0.006875,0.267774,0.106148,1.0,423.898753,0.000488,0.0,0.3685425054576195
http://dbpedia.org/resource/John_A._Macdonald,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Glasgow,0,0.108585,295945.0,0.000217,0.061555,0.18,0.095955,0.052737,0.0,11211.510585,3.9e-05,0.0,0.324537857942498
http://dbpedia.org/resource/Augustus_II_the_Strong,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/Warsaw,0,0.0,67914.0,0.0,0.072804,0.0015,0.119732,0.076128,0.0,252.209542,0.000168,1.0,0.8164454978020229
http://dbpedia.org/resource/André_Weil,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Paris,0,0.616485,181206.0,0.000298,0.073085,0.081625,0.113939,0.06102,1.0,13835.575151,0.00025,1.0,0.5344310750501664
http://dbpedia.org/resource/Abbas_II_of_Egypt,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/resource/Alexandria,0,0.0,5688.0,0.0,0.078208,0.002625,0.123971,0.049053,1.0,421.421575,0.000267,1.0,0.516774746051003
http://dbpedia.org/resource/Alexander_Kerensky,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/resource/New_York_City,0,0.100422,743721.0,4.2e-05,0.067251,1.107375,0.103718,0.065254,0.0,2424.559422,4.2e-05,0.0,0.341486972553597
"http://dbpedia.org/resource/Diana,_Princess_of_Wales",http://dbpedia.org/ontology/deathPlace,"http://dbpedia.org/resource/Sandringham,_Norfolk",0,0.0,110.0,0.0,0.14522,0.00175,0.151713,0.064282,1.0,451.637249,0.000947,1.0,0.516774746051003
